carat,cut,color,clarity,depth,table,price,x,y,z,logprice
0.32,Very Good,G,SI2,61,61,421,4.38,4.43,2.69,6.042632833682381
1.07,Ideal,G,SI2,61.7,56,4752,6.57,6.57,4.08,8.466320861042481
1.5,Good,H,SI2,64.2,59,6129,7.16,7.09,4.6,8.720786883485731
0.9,Premium,D,VS2,58.7,58,5259,6.25,6.27,3.64,8.567696173589344
0.72,Good,I,SI1,62.4,63,1763,5.67,5.63,3.55,7.47477218239787
0.7,Premium,E,SI2,61.8,59,2224,5.72,5.67,3.53,7.707062655370473
0.74,Ideal,F,VS2,61.7,56,2901,5.79,5.85,3.6,7.972810784121404
0.32,Ideal,H,SI2,61.5,56,421,4.42,4.46,2.72,6.042632833682381
1.27,Ideal,I,SI2,61,57,5371,7,6.98,4.26,8.58876938990546
0.8,Ideal,D,SI2,61.9,54,3154,5.93,5.96,3.69,8.056426767522984
0.5,Premium,G,VVS1,61.4,57,2027,5.21,5.08,3.14,7.614312146452
1.09,Premium,G,SI1,62.7,59,5088,6.52,6.54,4.11,8.534640105019959
0.55,Ideal,D,VS2,62.7,59,1892,5.28,5.25,3.28,7.545389749611823
0.38,Very Good,H,VS2,61,54,766,4.68,4.72,2.88,6.641182169740591
1.07,Very Good,F,VVS1,59.4,59,9433,6.69,6.72,3.99,9.151969458649853
1.01,Good,E,SI1,58.1,59.9,5233,6.59,6.64,3.84,8.562740006372207
1.5,Very Good,J,VVS2,62.6,59,8391,7.2,7.27,4.52,9.03491498187007
0.57,Good,G,SI2,61.2,63,1208,5.36,5.43,3.28,7.0967213784947605
0.57,Ideal,E,SI1,61.9,57,2257,5.33,5.29,3.3,7.721791776817535
0.33,Ideal,G,VS1,61.5,56,854,4.45,4.45,2.75,6.74993119378857
0.9,Ideal,D,VS2,61.2,55,7120,6.19,6.19,3.78,8.87066300440602
0.33,Ideal,E,IF,61,58,1207,4.47,4.49,2.72,7.095893221097532
1.37,Ideal,H,VS2,61.6,56,8718,7.15,7.16,4.39,9.073145132798338
0.54,Premium,E,SI2,60.5,60,1278,5.27,5.21,3.18,7.15305163493748
0.31,Premium,G,VVS1,62.1,58,945,4.38,4.32,2.71,6.851184927493743
0.44,Premium,D,SI1,62.2,58,1089,4.85,4.79,3,6.9930151229329605
0.7,Premium,I,VVS1,62.9,59,2456,5.67,5.61,3.53,7.806289289267033
0.32,Good,E,SI2,63.5,55,408,4.34,4.37,2.77,6.0112671744041615
0.3,Premium,H,SI2,59.5,59,403,4.39,4.37,2.6,5.998936561946683
0.9,Premium,G,SI1,60.6,61,3734,6.18,6.12,3.74,8.225235324101668
0.59,Ideal,G,VS1,62.1,55,1911,5.38,5.43,3.35,7.555381944240273
0.42,Ideal,E,VS2,62,55,1087,4.83,4.79,2.99,6.99117688712121
0.26,Ideal,D,VVS2,61.4,56,769,4.15,4.13,2.54,6.645090969505644
0.43,Ideal,G,VVS1,60.5,55,1179,4.96,4.92,2.95,7.072421900537371
0.7,Premium,H,I1,61.3,61,1107,5.67,5.62,3.47,7.009408932708637
0.32,Ideal,H,VVS2,61.6,55,625,4.4,4.42,2.72,6.437751649736401
0.5,Ideal,D,VS1,62.2,55,1845,5.05,5.05,3.16,7.520234556474628
1.6,Premium,G,VVS2,61.5,60,16215,7.56,7.52,4.63,9.693692018741418
1.55,Good,H,SI1,57.2,56,10659,7.64,7.6,4.38,9.274159884689137
0.9,Very Good,H,SI2,62,59,3492,6.14,6.18,3.82,8.158229916959494
1.24,Ideal,G,VS1,61.4,56,9166,6.88,6.91,4.24,9.123256265069069
1.5,Very Good,E,SI2,62.7,58,8167,7.19,7.17,4.55,9.007856923358275
1.01,Very Good,H,VS2,63.3,57,5306,6.33,6.38,4.01,8.576593534697684
1.57,Fair,G,VS2,64.5,57,12756,7.46,7.35,4.64,9.453757028129948
0.37,Ideal,D,VVS1,62,57,1330,4.6,4.63,2.84,7.1929342212158
1.21,Fair,H,SI1,65.2,59,6182,6.74,6.67,4.32,8.729397122692061
0.41,Very Good,F,IF,61.1,60,1621,4.8,4.84,2.93,7.390798521735676
1.11,Very Good,H,SI1,62.5,57,5291,6.59,6.65,4.14,8.57376254290413
1.02,Premium,F,VS2,62.7,58,5988,6.4,6.44,4.01,8.69751274553952
1,Good,H,SI1,63.9,54,4476,6.28,6.32,4.03,8.406485069431817
0.32,Ideal,F,VS2,61.4,56,688,4.41,4.42,2.73,6.5337888379333435
0.24,Very Good,H,VVS1,59.9,63,449,4.04,4.08,2.45,6.1070228877422545
0.34,Ideal,E,VS2,62.4,54,758,4.49,4.45,2.8,6.630683385642372
0.91,Good,I,VS2,64.3,58,2813,6.05,6.09,3.91,7.9420068084898565
0.3,Ideal,E,VS2,62,55,658,4.29,4.33,2.68,6.489204931325317
1.24,Ideal,G,SI2,61.1,56,5937,6.93,6.89,4.26,8.688959234270676
1.01,Ideal,I,SI2,62.8,57,3997,6.43,6.39,4.01,8.293299358711323
0.3,Good,G,VS1,63.6,55,776,4.28,4.24,2.71,6.654152520183219
0.23,Very Good,F,VVS1,59.3,60,485,4.01,4.04,2.4,6.184148890937483
0.7,Very Good,G,SI1,63.3,56,2184,5.61,5.6,3.56,7.688913336864796
0.3,Ideal,I,VS1,62.5,57,608,4.3,4.32,2.69,6.410174881966167
1.32,Premium,F,SI1,59.7,60,8930,7.16,7.24,4.29,9.097171673870545
1,Fair,E,SI2,65.6,58,3146,6.11,6.03,4,8.053887083618223
1,Very Good,G,VS2,62.8,56,6208,6.34,6.42,4,8.733594061863055
0.7,Ideal,E,VVS1,62.3,55,4231,5.65,5.7,3.51,8.350193650720067
0.52,Ideal,F,VS2,60.1,56,1569,5.19,5.27,3.15,7.358193752733032
0.61,Good,G,VS2,63.2,55,1821,5.39,5.37,3.49,7.507141079727608
0.31,Ideal,H,VVS1,61.5,55,671,4.39,4.42,2.7,6.508769136971682
0.51,Good,D,VS2,63.7,58,1431,5.03,5.06,3.23,7.266128779556451
0.34,Ideal,G,VVS1,62.5,55,820,4.48,4.46,2.8,6.709304340258298
1.02,Premium,I,SI1,62.7,60,3713,6.39,6.43,4.01,8.21959545417708
2.4,Ideal,J,SI1,62.2,57,14502,8.59,8.53,5.35,9.582041849931539
0.79,Very Good,G,SI1,62.5,57,3539,5.9,5.95,3.69,8.171599480345463
0.43,Premium,E,VVS1,60.5,58,1031,4.86,4.91,2.96,6.93828448401696
0.32,Ideal,D,SI1,62.7,56,756,4.39,4.36,2.74,6.628041376179533
0.52,Ideal,G,VS1,62.7,56,1721,5.15,5.12,3.23,7.450660796211539
0.4,Very Good,D,VVS2,62.7,60,1080,4.65,4.73,2.93,6.984716320118266
0.5,Good,E,SI1,63.7,61,1155,5.07,5.02,3.17,7.051855622955894
0.7,Good,G,SI2,63.5,56,1851,5.58,5.58,3.56,7.523481312573497
1.51,Premium,J,VVS2,62.9,59,8930,7.3,7.21,4.58,9.097171673870545
1.3,Premium,H,SI2,61.3,55,6140,7.02,6.92,4.32,8.722580021141189
0.63,Very Good,E,VS2,63.3,57,2344,5.51,5.46,3.47,7.759614150696903
1.25,Ideal,J,VVS2,61.1,56,5980,6.94,6.88,4.22,8.696175846944678
0.57,Ideal,E,VS2,60.8,57,1984,5.31,5.38,3.26,7.592870287844818
0.31,Ideal,E,VVS2,61.6,55,982,4.39,4.37,2.69,6.889591308354466
0.41,Ideal,E,VS1,61.4,55,990,4.8,4.81,2.96,6.897704943128636
0.7,Good,F,SI2,64.1,59,1792,5.58,5.59,3.59,7.491087593534876
0.47,Premium,H,SI2,62.6,56,784,4.96,4.92,3.09,6.664409020350408
0.91,Very Good,E,VS2,59.4,59,4759,6.3,6.36,3.73,8.46779284112111
0.36,Very Good,G,SI1,63,58,537,4.5,4.49,2.85,6.285998094508865
0.31,Very Good,H,VVS2,62.6,56,625,4.31,4.34,2.71,6.437751649736401
2.33,Ideal,H,I1,62.4,55,8709,8.43,8.32,5.27,9.07211225269274
0.41,Premium,G,VVS1,60.3,60,1155,4.74,4.81,2.89,7.051855622955894
0.3,Ideal,G,IF,62.8,55,895,4.25,4.23,2.66,6.796823718274855
0.32,Very Good,F,VS2,60.8,62,556,4.41,4.44,2.69,6.320768294250582
0.4,Ideal,G,VVS1,62.4,54,1059,4.73,4.75,2.96,6.9650803456014065
0.92,Premium,F,SI2,61.8,58,3689,6.22,6.29,3.86,8.213110697596676
1.18,Very Good,I,SI2,62.4,60,3833,6.81,6.85,4.24,8.251403065380556
0.9,Very Good,I,SI2,63.5,56,2482,6.17,6.13,3.88,7.8168199657645525
1.21,Good,J,SI2,60.5,56,4559,6.91,6.97,4.19,8.424858580213442
0.32,Premium,D,SI1,60.9,60,550,4.38,4.42,2.68,6.309918278226516
1.01,Premium,G,VS2,60.9,58,5939,6.45,6.47,3.95,8.68929604801586
0.5,Fair,G,VS1,65.8,57,1271,5.01,4.92,3.29,7.147559271189454
0.7,Good,E,VS1,63.6,58,3175,5.67,5.61,3.59,8.063062911326792
0.3,Ideal,D,VS2,61.9,55,911,4.34,4.33,2.68,6.814542897259958
0.31,Premium,F,VS1,61.2,58,731,4.32,4.31,2.66,6.594413459749778
1.54,Premium,H,VS2,60.3,58,10930,7.49,7.43,4.52,9.299266581170585
1.12,Premium,G,VS2,62.5,58,7151,6.63,6.54,4.13,8.875007486048396
1.75,Premium,J,VS1,62,59,11711,7.74,7.72,4.79,9.368283850042138
1.2,Ideal,G,VVS2,61,56,11530,6.86,6.91,4.19,9.352707613263105
0.51,Ideal,D,VS2,61.2,56,1882,5.16,5.21,3.16,7.540090320145325
1.73,Very Good,H,SI2,62.1,58,10874,7.52,7.6,4.73,9.294129897705867
0.47,Ideal,E,VVS2,61.6,56,1950,5.01,5.01,3.09,7.575584651557793
1.52,Premium,F,SI2,61.8,59,8342,7.43,7.31,4.59,9.02905827475689
0.71,Ideal,G,VVS2,62.5,58,2895,5.71,5.68,3.55,7.970740390007095
1.01,Ideal,H,VS2,62.1,58,5028,6.42,6.5,3.98,8.522777569710138
0.9,Very Good,F,SI2,63,58,3457,6.12,6.19,3.86,8.148156439921625
0.32,Ideal,E,VS1,59.5,56,930,4.51,4.55,2.66,6.835184586147301
0.9,Premium,F,SI2,60.7,54,3552,6.25,6.21,3.82,8.17526610411206
0.9,Fair,G,SI2,55.9,67,2579,6.49,6.36,3.52,7.8551570058813445
0.51,Very Good,E,SI1,62.3,57.7,1438,5.08,5.11,3.18,7.271008538280992
1.01,Very Good,F,SI1,63.5,59,4989,6.32,6.38,4.04,8.514990767861038
0.72,Premium,F,VS2,62.7,59,2584,5.69,5.65,3.59,7.857093864902493
1.57,Very Good,I,VS1,60.1,59,11021,7.57,7.64,4.53,9.307557822691543
1.25,Ideal,J,VVS2,61.9,55,5980,6.95,6.99,4.28,8.696175846944678
0.31,Good,D,SI1,63.9,57,533,4.28,4.32,2.74,6.278521424165844
1.7,Premium,J,SI2,60.6,58,7650,7.68,7.59,4.68,8.942460926820582
0.25,Premium,E,VVS2,60.7,59,576,4.09,4.13,2.5,6.3561076606958915
0.9,Ideal,G,SI1,62.3,56,4161,6.17,6.22,3.84,8.333510708982942
1.18,Ideal,I,VS1,62.6,57,5626,6.77,6.8,4.18,8.635153989049803
0.92,Ideal,I,SI1,62.3,57,3574,6.17,6.23,3.88,8.181440695719374
1.01,Good,G,VS1,63.8,57,6759,6.37,6.31,4.06,8.818630229100354
0.33,Ideal,F,VVS1,61.9,56,829,4.43,4.45,2.74,6.720220155135295
0.7,Premium,I,VS2,63,60,1966,5.58,5.49,3.53,7.583756300707112
2.02,Premium,G,SI2,61.7,59,15014,8.17,8.1,5.01,9.616738378132947
0.32,Ideal,G,IF,61.7,55,918,4.39,4.42,2.72,6.822197390620491
2,Premium,H,SI2,58.9,62,11041,8.03,7.95,4.75,9.309370895439137
0.79,Premium,J,SI2,61.8,59,2010,5.94,5.89,3.67,7.605890001053122
0.35,Ideal,H,VVS2,61.9,55,689,4.5,4.53,2.8,6.535241271013659
1.23,Premium,I,SI1,59.6,59,5293,6.91,6.93,4.17,8.574140471857987
0.9,Very Good,E,SI2,63.7,58,3084,6.04,6.02,3.89,8.03398273468322
0.72,Premium,H,SI2,61.7,52,1960,5.79,5.73,3.57,7.580699752224563
1.02,Ideal,E,SI2,62.4,57,4434,6.43,6.46,4.01,8.397057390176256
1.08,Ideal,I,SI2,61.8,57,3537,6.55,6.55,4.05,8.17103418920548
0.51,Good,G,VVS2,57.6,62,1724,5.27,5.29,3.08,7.452402451223638
0.35,Ideal,F,VS2,61.5,57,906,4.53,4.56,2.8,6.80903930604298
1,Premium,H,SI1,61.5,58,4702,6.39,6.35,3.91,8.455743229100015
0.62,Very Good,F,VS1,63.4,55,2147,5.38,5.42,3.38,7.671826797878781
1.03,Ideal,H,VS2,61.2,56,5888,6.5,6.55,3.99,8.680671660408713
1.03,Ideal,I,VS2,61.5,59,5116,6.46,6.52,3.97,8.540128162698734
1.21,Ideal,I,VS1,62.3,55,6418,6.8,6.84,4.26,8.766861821669803
0.59,Ideal,D,VS1,61.8,56,2294,5.37,5.4,3.33,7.738052297689316
1.93,Ideal,J,SI1,62,55,9793,7.98,7.98,4.81,9.189423123720795
0.32,Very Good,F,VS2,63.4,55,828,4.38,4.36,2.76,6.71901315438526
0.32,Ideal,G,VVS1,60.2,57,1080,4.44,4.4,2.68,6.984716320118266
0.31,Ideal,G,VS2,62.4,55,544,4.34,4.37,2.71,6.298949246855942
0.3,Ideal,H,VS1,62.1,55,526,4.32,4.35,2.68,6.26530121273771
0.41,Premium,E,VS1,60.7,58,1153,4.8,4.82,2.91,7.050122520269059
1.08,Premium,H,VS1,60.5,60,5247,6.67,6.63,4.06,8.565411763686711
0.3,Ideal,D,VS2,62.3,54,911,4.33,4.27,2.69,6.814542897259958
1.01,Very Good,H,SI2,63.4,60,4475,6.4,6.32,3.92,8.406261630708956
0.73,Premium,E,VS1,60.9,60,3370,5.79,5.71,3.51,8.122668023346407
1.01,Premium,E,SI2,62.5,60,4751,6.36,6.39,3.95,8.46611040118692
1.25,Premium,H,VS2,61.2,58,7849,6.95,6.91,4.22,8.968141414126814
0.4,Ideal,D,SI1,59.6,56,990,4.82,4.78,2.86,6.897704943128636
0.41,Ideal,I,VVS2,62.3,56,790,4.73,4.77,2.96,6.672032945461067
0.5,Fair,G,VS1,66.8,56,1373,4.97,4.91,3.23,7.224753405767971
1.01,Premium,F,SI2,62.2,60,3897,6.43,6.35,3.98,8.26796230533871
0.81,Ideal,E,VS2,62,57,3641,5.97,6.01,3.69,8.200013648175434
0.7,Very Good,E,VS2,58.7,63,2559,5.79,5.75,3.39,7.847371836159788
0.32,Premium,D,VS2,62.9,58,829,4.35,4.32,2.75,6.720220155135295
1.5,Very Good,H,VS1,63.4,56,10822,7.26,7.25,4.61,9.28933637820268
0.3,Very Good,D,VVS2,59.6,61,1026,4.31,4.28,2.58,6.933423025730715
0.5,Premium,F,SI2,58,62,980,5.22,5.18,3.02,6.887552571664617
0.32,Very Good,H,VS1,61.7,61,624,4.37,4.42,2.71,6.436150368369428
0.5,Premium,D,SI1,61.2,60,1272,5.11,5.09,3.13,7.148345743900068
0.51,Very Good,G,VS2,62.9,56,1397,5.07,5.12,3.19,7.242082359256962
1.09,Very Good,J,VS2,62.3,59,4602,6.54,6.59,4.11,8.434246270595311
1.26,Premium,G,VVS2,62.5,56,6559,6.9,6.86,4.31,8.788593431293735
1.5,Good,H,SI2,64.2,59,6291,7.2,7.13,4.64,8.74687531957003
0.96,Fair,D,SI2,64.6,55,3384,6.32,6.27,4.03,8.126813720726114
0.28,Ideal,E,VVS2,61.2,57,642,4.2,4.22,2.57,6.464588303689961
0.7,Very Good,F,VS1,60.1,60,2889,5.74,5.75,3.48,7.968665700466235
0.5,Premium,H,VS2,59.5,62,1178,5.17,5.14,3.06,7.071573364211532
0.33,Ideal,G,SI2,61.9,54,505,4.44,4.49,2.76,6.22455842927536
1.28,Premium,I,VS2,59.4,60,5242,7.07,7.04,4.2,8.564458383883352
0.63,Ideal,E,VS2,62.1,56,2513,5.47,5.49,3.41,7.829232537543592
0.32,Ideal,J,VS2,62.9,57,488,4.33,4.38,2.73,6.1903154058531475
1.02,Very Good,I,VS2,62.3,59,4761,6.38,6.41,3.98,8.46821300919452
2.42,Premium,J,SI2,60.7,59,16304,8.59,8.53,5.24,9.699165755462506
0.7,Very Good,F,SI1,60.6,60,2348,5.74,5.76,3.48,7.761319180947987
0.31,Ideal,F,VS2,61.6,55,802,4.38,4.36,2.72,6.687108607866515
0.23,Very Good,D,VVS2,59.4,60,485,4.02,4.04,2.42,6.184148890937483
0.54,Ideal,E,VS2,60.5,57,1754,5.25,5.28,3.2,7.469654172932128
0.56,Ideal,E,VVS2,61,56,2719,5.35,5.33,3.27,7.908019444632471
0.95,Very Good,J,VS1,62.6,56,3669,6.25,6.32,3.92,8.207674424355282
0.9,Good,F,SI1,63.6,59,3881,6.16,6.07,3.88,8.263848131368906
1.5,Very Good,J,VS1,63.7,58,8896,7.19,7.24,4.6,9.093357016490364
0.71,Good,F,SI1,64,57,2072,5.62,5.57,3.59,7.6362696033793735
0.3,Premium,D,VS2,62.9,59,911,4.28,4.26,2.67,6.814542897259958
0.32,Ideal,I,VS2,61.3,56,435,4.43,4.38,2.73,6.075346031088684
0.23,Ideal,F,VVS1,62.4,56,505,3.92,3.94,2.45,6.22455842927536
0.67,Very Good,F,SI2,63.4,58,1311,5.5,5.46,3.57,7.1785454837637
1.03,Premium,G,SI1,61.9,55,4679,6.49,6.44,4.04,8.450839690866216
0.72,Very Good,J,VS2,63.3,57,2136,5.75,5.73,3.61,7.666690200080086
1.02,Very Good,G,VS2,60.9,59,6709,6.46,6.53,3.95,8.811205187562887
1.53,Very Good,I,SI1,63.1,58,7891,7.33,7.28,4.61,8.973478148521036
0.31,Premium,H,SI1,62.7,58,554,4.32,4.31,2.72,6.317164686747284
0.7,Ideal,G,VS1,60.6,57,3034,5.76,5.83,3.49,8.017637159908478
2.06,Premium,G,SI2,62.1,58,15938,8.14,8.08,5.02,9.676461473957694
0.88,Ideal,H,VS2,62.7,57,3810,6.07,6.1,3.84,8.245384468120747
0.5,Premium,D,SI1,62.8,58,1654,5.1,5.04,3.17,7.4109518755836366
1.51,Premium,G,VS1,59.5,59,13079,7.53,7.46,4.47,9.478763169489152
0.53,Premium,I,VS2,62.9,58,1297,5.18,5.15,3.25,7.167809184316444
0.38,Ideal,E,VS1,61.6,56,924,4.68,4.73,2.89,6.828712071641684
0.71,Good,F,VS2,63.8,58,2777,5.65,5.66,3.61,7.9291264873067995
1.08,Very Good,H,SI2,62.5,57,4627,6.55,6.54,4.11,8.439663988907
0.33,Very Good,H,VVS1,62.1,55,651,4.42,4.46,2.75,6.478509642208569
0.91,Premium,D,VS2,61.1,58,5476,6.23,6.19,3.8,8.60813018640834
0.38,Ideal,G,VS2,62.2,56,741,4.62,4.65,2.88,6.608000625296087
0.72,Very Good,G,SI1,62.8,59,2385,5.68,5.59,3.59,7.776954403322442
1.2,Good,H,SI2,64.1,54,5221,6.67,6.73,4.24,8.560444233410552
0.9,Good,G,VS2,63.6,58,4243,6.1,6.04,3.88,8.353025845202325
0.3,Ideal,H,VVS2,61.2,56,542,4.28,4.31,2.64,6.295266001439646
0.37,Good,F,SI1,63.1,58,663,4.59,4.55,2.89,6.4967749901858625
0.55,Ideal,E,SI1,61.7,57,1668,5.23,5.27,3.25,7.419380582918692
0.4,Ideal,G,SI1,61.3,55,855,4.77,4.81,2.91,6.75110146893676
0.7,Premium,F,SI1,61.2,60,2436,5.69,5.64,3.5,7.798112628829788
0.3,Ideal,H,IF,61.2,57,814,4.32,4.38,2.65,6.70196036600254
0.41,Premium,G,VS1,62.4,60,1061,4.76,4.71,2.96,6.966967138613983
0.35,Very Good,H,VVS2,62.5,58,686,4.46,4.52,2.8,6.530877627725885
1.09,Ideal,G,VS1,61.7,56,7551,6.59,6.66,4.08,8.929435283803425
0.31,Good,G,VVS1,63.2,57,789,4.32,4.36,2.72,6.670766320845874
0.7,Very Good,E,SI1,63.5,58,2838,5.61,5.66,3.59,7.950854857719988
0.73,Ideal,G,VVS2,61.3,57,2869,5.79,5.88,3.55,7.9617188159813645
0.39,Ideal,E,VVS2,61.9,55,947,4.68,4.74,2.92,6.853299093186078
1.52,Ideal,F,SI2,61.9,56,10316,7.51,7.4,4.57,9.241451367001236
0.59,Good,I,VS2,63.3,57,1294,5.33,5.41,3.38,7.165493475060845
0.39,Ideal,G,VS2,62.3,53.9,703,4.67,4.69,2.93,6.555356891810665
0.32,Ideal,F,VS1,61.3,56,773,4.41,4.43,2.72,6.650279048587422
0.7,Premium,E,VVS2,62.1,59,3007,5.73,5.73,3.53,8.008698182988528
1,Premium,G,SI1,62.5,59,4338,6.34,6.32,3.98,8.37516869138682
0.9,Ideal,H,SI2,61.5,56,4016,6.25,6.2,3.83,8.298041661371565
0.51,Very Good,E,SI2,62.7,59,1175,5.05,5.15,3.19,7.069023426578259
0.38,Very Good,E,SI1,61.2,61,701,4.62,4.67,2.87,6.55250788703459
0.25,Very Good,E,IF,61.3,59,633,4.05,4.08,2.49,6.450470422144176
0.5,Very Good,G,VS1,59.4,59,1689,5.18,5.24,3.03,7.4318919168078
2.1,Very Good,J,SI2,61.7,60,12440,8.13,8.26,5.06,9.42867236629317
0.28,Very Good,H,VVS1,61.3,57,504,4.21,4.24,2.57,6.222576268071369
0.32,Ideal,F,VS2,61.6,57,828,4.43,4.41,2.73,6.71901315438526
0.3,Very Good,D,VS2,62.4,56,710,4.25,4.29,2.65,6.565264970035361
0.7,Ideal,F,SI2,62.1,55,2183,5.69,5.72,3.54,7.688455356549944
0.91,Ideal,E,VS2,62.7,56,5160,6.2,6.25,3.88,8.548691858475609
1.13,Premium,I,VS2,61.8,58,4659,6.66,6.74,4.13,8.446556111816797
0.91,Very Good,H,VS2,63.1,58,3878,6.15,6.11,3.87,8.263074835802596
0.71,Premium,E,SI1,61.1,59,2732,5.74,5.7,3.53,7.912789220690681
0.8,Very Good,G,SI2,63.7,55.9,2451,5.87,5.92,3.73,7.804251383528112
0.71,Good,F,SI1,64.5,55.6,2072,5.63,5.6,3.6,7.6362696033793735
1.2,Premium,J,SI2,59.6,59,4177,6.91,6.83,4.15,8.337348564497175
1.04,Ideal,F,SI2,61.6,54,5531,6.53,6.48,4.03,8.618123909994678
0.31,Very Good,I,SI1,63,57,421,4.27,4.31,2.71,6.042632833682381
2.01,Ideal,F,SI1,62.6,58,18077,8.07,8.07,5.04,9.802395690974855
1.21,Premium,H,SI2,61.9,56,5739,6.78,6.73,4.24,8.655040258108363
1.5,Premium,F,VS2,61.1,58,14281,7.33,7.44,4.49,9.566685261452934
1.21,Ideal,H,SI1,60.9,56,6488,6.9,6.88,4.21,8.77770959579525
0.56,Premium,E,VS2,61.8,58,1552,5.28,5.34,3.28,7.347299700743164
0.32,Ideal,I,VS1,60.9,56,648,4.46,4.44,2.72,6.473890696352274
0.72,Ideal,E,VS1,62.6,57,2877,5.7,5.72,3.58,7.964503363551548
0.32,Very Good,E,SI1,61.6,56,544,4.38,4.4,2.7,6.298949246855942
0.5,Premium,E,VS2,61.8,58,1624,5.07,5.11,3.12,7.392647520721623
1.35,Premium,H,VS1,62.2,59,7338,7.05,6.99,4.41,8.900821604915228
0.71,Ideal,I,SI1,62.6,56,2376,5.65,5.72,3.55,7.773173680482536
1.22,Very Good,J,VS2,59.9,56,4580,6.86,6.92,4.16,8.429454277108231
0.9,Premium,G,VS1,62.9,58,4540,6.11,6.06,3.82,8.420682291035394
2.02,Good,J,SI1,58.2,65,11854,8.3,8.22,4.79,9.380420642347783
1.57,Good,H,VS1,57.8,59,9896,7.66,7.57,4.4,9.199885914072324
0.3,Ideal,D,SI1,61.9,56,670,4.3,4.35,2.67,6.507277712385012
1.81,Very Good,I,VS1,63,57,13587,7.68,7.61,4.87,9.516868732224324
0.61,Premium,D,SI1,62.3,59,1896,5.44,5.39,3.37,7.547501682814967
1.01,Fair,H,SI1,65.3,57,3511,6.33,6.23,4.11,8.163656176168432
0.41,Premium,D,SI2,61.9,58,700,4.73,4.77,2.94,6.551080335043404
0.42,Very Good,H,SI1,61.1,57,754,4.82,4.81,2.95,6.625392368007956
0.73,Fair,F,I1,66.9,57,1210,5.51,5.4,3.66,7.098375638590786
1.22,Ideal,G,IF,61.5,56,11705,6.85,6.9,4.23,9.367771379925012
1.62,Premium,G,SI1,62.3,57,11721,7.52,7.47,4.69,9.36913738372318
2.03,Ideal,J,VS2,61.8,54.9,12832,8.09,8.14,5,9.459697330106296
1,Ideal,J,VS2,62.2,54,3615,6.48,6.44,3.99,8.192847134592865
1.02,Premium,F,SI1,62.2,60,5155,6.43,6.39,4,8.54772239645106
1.07,Very Good,F,VVS1,59.5,59,10329,6.68,6.71,3.98,9.242710752006634
0.41,Ideal,I,VS1,60.9,53,736,4.81,4.84,2.92,6.601230118728877
0.57,Ideal,F,SI1,60.9,56,1377,5.38,5.34,3.26,7.227662498728654
1.01,Premium,F,SI2,61.7,60,4616,6.44,6.38,3.94,8.437283808187935
1.35,Premium,J,VS2,60.9,60,5800,7.1,7.08,4.35,8.66561319653451
1.07,Ideal,D,VVS2,62.3,56,11132,6.54,6.57,4.08,9.317579122645782
0.54,Premium,D,SI1,60.2,58,1720,5.31,5.27,3.19,7.450079569807499
0.31,Ideal,E,VS1,60.4,57,734,4.39,4.44,2.66,6.598509028614515
1.02,Ideal,H,SI1,61.9,56,4886,6.45,6.4,4.01,8.494129251817686
0.43,Very Good,E,SI1,62.9,58,792,4.78,4.84,3.01,6.674561391814426
2.02,Very Good,I,SI2,63.3,56,9435,7.93,7.94,5.1,9.152181457802651
1.52,Premium,J,VVS2,58.3,62,7592,7.61,7.53,4.41,8.934850340289763
0.32,Very Good,E,VVS1,60,62,801,4.44,4.47,2.67,6.68586094706836
0.76,Premium,E,SI1,61.6,60,2847,5.87,5.89,3.62,7.954021087278037
0.91,Good,E,SI1,60.2,61,4165,6.28,6.3,3.77,8.334471554600944
1.07,Premium,H,SI1,62.1,58,4785,6.54,6.49,4.05,8.473241303887054
0.36,Ideal,E,VS2,61.2,57,849,4.62,4.67,2.81,6.744059186311348
1.4,Good,D,SI2,57.1,62,6147,7.36,7.41,4.23,8.72371943690701
0.33,Ideal,I,IF,61.1,56,754,4.48,4.51,2.75,6.625392368007956
0.33,Ideal,E,VS1,61.1,54,805,4.52,4.56,2.74,6.690842277418564
1.19,Good,F,SI2,64,54,3918,6.7,6.57,4.27,8.273336598504486
0.93,Very Good,H,VS2,61.1,62,4050,6.29,6.38,3.86,8.306472160100585
2.1,Ideal,F,SI2,61.7,57,18291,8.19,8.23,5.06,9.814164414575925
0.52,Premium,G,VVS2,61.2,59,1974,5.19,5.15,3.16,7.587817219993427
0.33,Premium,H,VS1,59,58,765,4.5,4.46,2.67,6.639875833826536
1.09,Ideal,G,VS2,61.2,56,6653,6.68,6.68,4.09,8.802823159741887
1.01,Fair,F,VS2,64.8,52,4791,6.34,6.28,4.08,8.474494436883122
0.72,Good,D,VS1,63.1,55,2841,5.74,5.67,3.58,7.951911381854188
0.3,Ideal,E,VS2,61.7,56,658,4.3,4.33,2.65,6.489204931325317
0.26,Very Good,F,VVS2,59.9,56,554,4.17,4.2,2.48,6.317164686747284
0.73,Ideal,I,VS2,61.9,56,2513,5.78,5.8,3.58,7.829232537543592
0.7,Premium,F,SI1,61.9,58,2441,5.68,5.64,3.52,7.80016307039296
0.72,Premium,D,SI2,62,58,2317,5.67,5.73,3.53,7.748028524432376
0.31,Premium,I,VS2,59.8,60,452,4.38,4.42,2.63,6.113682179832232
0.71,Ideal,G,SI2,61.1,56,2451,5.75,5.77,3.53,7.804251383528112
